NAMA PEMOHON LELANG/PENJUAL,LOKASI,TAHUN LELANG,NILAI LIMIT,POKOK LELANG,URAIAN BARANG,Merk,Type,Tahun Kendaraan,Isi Silinder,Dok Kepemilikan
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,936000,1436000,"Satu Unit Sepeda Motor, Merk Honda Mega Pro, Warna Merah, Tahun Pembuatan 2008,  Nomor Polisi EB 750  G, Nomor Rangka MH1KC11198K145254, Nomor Mesin  KC11E1147326, Nomor BPKB F NO 0115612 O, STNK Ada, Kondisi Sedang",Honda,Mega Pro,2008,150,STNK
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,562000,1062000,"Satu Unit Sepeda Motor, Merk Honda Mega Pro, Warna Hitam, Tahun Pembuatan 2008,  Nomor Polisi EB 770 G, Nomor Rangka MH1KC11168K145387, Nomor Mesin  KC11E1147562, Nomor BPKB F NO 0589015 O, STNK Ada, Kondisi Sedang",Honda,Mega Pro,2008,150,STNK
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,936000,1536000,"Satu Unit Sepeda Motor, Merk Honda Mega Pro, Warna Hitam, Tahun Pembuatan 2008,  Nomor Polisi EB 772 G, Nomor Rangka MH1KC111X8K145456, Nomor Mesin  KC11E1147632, Nomor BPKB F NO 0589017 O, STNK Ada, Kondisi Sedang",Honda,Mega Pro,2008,150,STNK
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,1078000,1078000,"Satu Unit Sepeda Motor, Merk Honda Revo, Warna Merah, Tahun Pembuatan 2008,  Nomor Polisi EB 562 AG, Nomor Rangka MH1JBC2159K142300, Nomor Mesin  JBC2E1143152, Nomor BPKB F NO 7586211 O, STNK Ada, Kondisi Sedang",Honda,Revo,2008,110,STNK
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,1402000,1402000,"Satu Unit Sepeda Motor, Merk Honda Mega Pro, Warna Hitam, Tahun Pembuatan 2009,  Nomor Polisi EB 560 G, Nomor Rangka MH1KC11189K225131, Nomor Mesin  KC11E1227120, Nomor BPKB F NO 7586209, STNK Ada, Kondisi Sedang",Honda,Mega Pro,2009,150,STNK
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,738000,738000,"Satu Unit Sepeda Motor, Merk Honda Mega Pro, Warna Hitam, Tahun Pembuatan 2009,  Nomor Polisi EB 561 G, Nomor Rangka MH1KC11129K225125, Nomor Mesin  KC11E1226970, Nomor BPKBF NO 7586210 O, STNK Tidak Ada, Kondisi Sedang",Honda,Mega Pro,2009,150,Tidak Ada
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,1223000,1723000,"Satu Unit Sepeda Motor, Merk Honda Mega Pro, Warna Hitam Abu Abu, Tahun Pembuatan 2010,  Nomor Polisi EB 618 AG, Nomor Rangka MH1KC211XAK009114, Nomor Mesin  KC21E1009046, Nomor BPKB H-02396209, STNK Tidak Ada, Kondisi Sedang",Honda,Mega Pro,2010,150,Tidak Ada
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,1009000,1509000,"Satu Unit Sepeda Motor, Merk Honda Mega Pro, Warna Hitam Abu Abu, Tahun Pembuatan 2010,  Nomor Polisi EB 619 AG, Nomor Rangka MH1KC2113AK008869, Nomor Mesin  KC21E1008958, Nomor BPKB H-02396210, STNK Ada, Kondisi Sedang",Honda,Mega Pro,2010,150,STNK
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,1943000,1943000,"Satu Unit Sepeda Motor, Merk Honda Mega Pro, Warna Merah Abu Abu, Tahun Pembuatan 2011,  Nomor Polisi EB 668 AG, Nomor Rangka MH1KC2112BK044568, Nomor Mesin  KC21E1044440, BPKB Tidak Ada, STNK Ada, Kondisi Sedang",Honda,Mega Pro,2011,150,STNK
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,2207000,2607000,"Satu Unit Sepeda Motor, Merk Honda Verza, Warna Biru, Tahun Pembuatan 2013,  Nomor Polisi EB 874 AG, Nomor Rangka MH1KC5211DK029269, Nomor Mesin  KC52E1029321, Nomor BPKB  K-05498849, STNK Tidak Ada, Kondisi Sedang",Honda,CB Verza,2013,150,Tidak Ada
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,2583000,2983000,"Satu Unit Sepeda Motor, Merk Honda CBR 150 R, Warna Hitam, Tahun Pembuatan 2015,  Nomor Polisi EB 602 WP, Nomor Rangka MH1KC8116FK032366, Nomor Mesin  KC81E1032403, Nomor BPKB  M-06785241, STNK Ada, Kondisi Sedang",Honda,CBR,2015,150,STNK
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,1558000,5358000,"Satu Unit Sepeda Motor, Merk Honda Vario, Warna Hitam, Tahun Pembuatan 2015,  Nomor Polisi EB 601 WP, Nomor Rangka MH1JFX110FK011302, Nomor Mesin  JFX1E1011809, Nomor BPKB  M-06785240, STNK Tidak Ada, Kondisi Sedang",Honda,Vario,2015,125,Tidak Ada
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,1939000,1939000,"Satu Unit Sepeda Motor, Merk Honda Revo, Warna -, Tahun Pembuatan 2016,  Nomor Polisi EB 603 WP, Nomor Rangka MH1JBK11XGK290788, Nomor Mesin  JBK1E1288590, BPKB  Tidak Ada, STNK Tidak Ada, Kondisi Sedang",Honda,Revo,2016,110,Tidak Ada
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,1129000,1629000,"Satu Unit Sepeda Motor, Merk Honda Mega Pro, Warna Hitam, Tahun Pembuatan 2007,  Nomor Polisi EB 712 G, Nomor Rangka MH1KC11117K061380, Nomor Mesin  KC11E1061229, Nomor BPKBE NO 5339100 O, STNK Tidak Ada, Kondisi Sedang",Honda,Mega Pro,2007,150,Tidak Ada
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,954000,2054000,"Satu Unit Sepeda Motor, Merk Honda Mega Pro, Warna Hitam, Tahun Pembuatan 2007,  Nomor Polisi EB 714 G, Nomor Rangka MH1KC11177K059441, Nomor Mesin  KC11E1059773, Nomor BPKBE NO 5339100 O, STNK Tidak Ada, Kondisi Sedang",Honda,Mega Pro,2007,150,Tidak Ada
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,567000,1017000,"Satu Unit Sepeda Motor, Merk Honda Supra X 125, Warna Hitam, Tahun Pembuatan 2007,  Nomor Polisi EB 713 G, Nomor Rangka MH1JB511X7K931116, Nomor Mesin JB51E1920794, Nomor BPKB E NO 5339318 O, STNK Tidak Ada, Kondisi Sedang",Honda,Supra X,2007,125,Tidak Ada
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,393000,843000,"Satu Unit Sepeda Motor, Merk Honda Supra X 125, Warna Hitam Abu Abu, Tahun Pembuatan 2010,  Nomor Polisi EB 585 AG, Nomor Rangka MH1JB0119AK124130, Nomor Mesin JB01E-1122665, Nomor BPKB G NO 2201008, STNK Tidak Ada, Kondisi Sedang",Honda,Supra X,2010,125,Tidak Ada
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,1005000,2205000,"Satu Unit Sepeda Motor, Merk Honda Mega Pro, Warna Hitam, Tahun Pembuatan 2007,  Nomor Polisi EB 679 G, Nomor Rangka MH1KC11197K059277, Nomor Mesin  KC11E1059438, Nomor BPKB E NO 4561894 O, STNK Ada, Kondisi Sedang",Honda,Mega Pro,2007,150,STNK
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,1130000,2230000,"Satu Unit Sepeda Motor, Merk Honda Mega Pro, Warna Hitam, Tahun Pembuatan 2007,  Nomor Polisi EB 678 G, Nomor Rangka MH1KC11197K058064, Nomor Mesin  KC11E1057846, Nomor BPKB E NO 4561893 O, STNK Ada, Kondisi Sedang",Honda,Mega Pro,2007,150,STNK
Pemerintah Kabupaten Manggarai Barat,Manggarai Barat,2024,1362000,1462000,"Satu Unit Sepeda Motor, Merk Honda Mega Pro, Warna -, Tahun Pembuatan 2015,  Nomor Polisi B 6707 PTQ, Nomor Rangka MH1KC311XCK257274, Nomor Mesin  KC31E1257111, BPKB Tidak Ada, STNK Tidak Ada, Kondisi Sedang",Honda,Mega Pro,2015,150,Tidak Ada
Kantah Lembata,Lembata,2023,546000,600000,"1 (satu) unit Sepeda Motor, Merk Suzuki, Tipe FD 110, Tahun Pembuatan 2001, Nomor Polisi EB 2702 WF, Nomor Rangka MH8FD110XIJ-675799, Nomor Mesin E109-ID-673475, Warna Hijau, Bahan Bakar Bensin, Silinder 110 cc, Nomor BPKB A No. 8638857 O dalam kondisi rusak berat (BPKB Ada, STNK Tidak Ada).",Suzuki,Smash,2001,110,BPKB
Kantah Lembata,Lembata,2023,716000,2300000,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe NF 110 SL, Tahun Pembuatan 2007, Nomor Polisi EB 835 F, Nomor Rangka MH1HB32117K196558, Nomor Mesin HB32E-1186727, Warna Hitam-Merah, Bahan Bakar Bensin, Silinder 100 cc, Nomor BPKB F No. 2380615 O dalam kondisi rusak berat (BPKB Ada, STNK Ada).",Honda,Revo,2007,110,BPKB dan STNK
Kantah Lembata,Lembata,2023,936000,3000000,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe NF 125 D (KARISMA 125D), Tahun Pembuatan 2005, Nomor Polisi EB 2316 WF, Nomor Rangka MH1JB22195K221358, Nomor Mesin JB22E-1220497, Warna Hitam, Bahan Bakar Bensin, Silinder 125 cc, dalam kondisi rusak berat (BPKB Tidak Ada, STNK Ada).",Honda,Karisma,2005,125,STNK
Kantah Lembata,Lembata,2023,775000,1050000,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe NF 100 SL, Tahun Pembuatan 2007, Nomor Polisi EB 2866 WF, Nomor Rangka MH1HB32167K201351, Nomor Mesin HB32E-1193063, Warna Hitam-Merah, Bahan Bakar Bensin, Silinder 100 cc, dalam kondisi rusak berat (BPKB Tidak Ada, STNK Ada).",Honda,Supra Fit,2007,100,STNK
Kantah Lembata,Lembata,2023,752000,757000,"1 (satu) unit Sepeda Motor, Merk Suzuki, Tipe FD 110 (SHOGUN), Tahun Pembuatan 2001, Nomor Polisi EB 2477 WF, Nomor Rangka MH8FD110X1J-648518, Nomor Mesin E109-ID-645409, Warna Merah, Bahan Bakar Bensin, Silinder 110 cc, dalam kondisi rusak berat (BPKB Tidak Ada, STNK Ada).",Suzuki,Shogun,2001,110,STNK
Kantah Lembata,Lembata,2023,1195000,2700000,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe NF 100 SE, Tahun Pembuatan 2008, Nomor Polisi EB 820 F, Nomor Rangka MH1HB71198K295932, Nomor Mesin HB71E-1292787, Warna Hitam-Silver, Bahan Bakar Bensin, Silinder 100 cc, Nomor BPKB F No. 2380300 O dalam kondisi rusak berat (BPKB Ada, STNK Ada).",Honda,Supra Fit,2008,100,BPKB dan STNK
Pemkab Kupang,Kupang,2023,1262000,2777777,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Win MCB, Tahun Pembuatan 2005, Nomor Polisi DH 2703 NW (Ex. DH 415 GB), Nomor Rangka MH1HABD115K136769, Nomor Mesin HABDE-1135715, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100, Nomor BPKB D No. 9153373 O dalam kondisi rusak berat (BPKB Ada, STNK Ada).",Honda,Win MCB,2005,100,BPKB dan STNK
Pemkab Kupang,Kupang,2023,1262000,3555555,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Win MCB, Tahun Pembuatan 2005, Nomor Polisi DH 2803 NW (Ex. DH 584 FB), Nomor Rangka MH1HABD125K131970, Nomor Mesin HABDE-1130517, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100, Nomor BPKB D No. 9153447 O dalam kondisi rusak berat (BPKB Ada, STNK Ada).",Honda,Win MCB,2005,100,BPKB dan STNK
Pemkab Kupang,Kupang,2023,1262000,3888888,"1 (satu) unit Sepeda Motor, Merk Honda, Tipe Win MCB, Tahun Pembuatan 2005, Nomor Polisi DH 2712 NW (Ex. DH 464 FB), Nomor Rangka MH1HABD195K131660, Nomor Mesin HABDE-1130602, Warna Hitam, Bahan Bakar Bensin, Isi Silinder 100, Nomor BPKB D No. 9153632 O dalam kondisi rusak berat (BPKB Ada, STNK Ada).",Honda,Win MCB,2005,100,BPKB dan STNK
